transaction_id,customer_id,product_id,store_id,transaction_date,transaction_time,quantity,unit_price,discount_pct,total_amount,payment_method,status,source_system
TXN0002372,CUST0181,PROD0017,STORE007,2023-11-14,10:52:20,1,383.47,0.18,314.45,Credit Card,Completed,MobileApp
TXN0002373,CUST0180,PROD0022,STORE004,2023-08-12,09:13:08,2,760.72,0.25,1141.08,Debit Card,Completed,MobileApp
TXN0002374,CUST0066,PROD0013,STORE002,2023-10-08,18:45:59,2,85.36,0.03,165.6,Cash,Completed,MobileApp
TXN0002375,CUST0027,PROD0011,STORE005,2023-04-27,08:01:00,5,421.06,0.28,1515.82,Wallet,Completed,POS
TXN0002376,CUST0176,PROD0015,STORE007,2023-04-09,18:33:45,2,1221.45,0.04,2345.18,UPI,Returned,WebApp
TXN0002377,CUST0045,PROD0021,STORE003,2023-08-25,23:32:44,3,1169.25,0.12,3086.82,Net Banking,Completed,MobileApp
TXN0002378,CUST0199,PROD0017,STORE003,2023-09-27,20:34:41,2,383.47,0.06,720.92,Net Banking,Completed,WebApp
TXN0002379,CUST0169,PROD0018,STORE005,2023-01-26,12:44:04,1,32.14,0.12,28.28,Wallet,Completed,MobileApp
TXN0002380,CUST0186,PROD0009,STORE006,2023-10-22,19:34:55,4,1284.62,0.09,4676.02,UPI,Returned,POS
TXN0002381,CUST0193,PROD0022,STORE006,2023-08-16,19:17:36,5,760.72,0.13,3309.13,Net Banking,Completed,MobileApp
TXN0002382,CUST0139,PROD0008,STORE001,2023-08-16,04:12:25,5,1038.52,0.26,3842.52,Credit Card,Completed,MobileApp
TXN0002383,CUST0016,PROD0019,STORE003,2023-07-25,04:00:06,4,33.51,0.03,130.02,Net Banking,Completed,WebApp
TXN0002384,CUST0082,PROD0024,STORE008,2023-05-23,10:31:42,5,1497.89,0.12,6590.72,Cash,Returned,WebApp
TXN0002385,CUST0084,PROD0025,STORE006,2023-03-30,08:30:27,4,740.5,0.11,2636.18,UPI,Completed,POS
TXN0002386,CUST0014,PROD0013,STORE008,2023-08-01,16:54:08,3,85.36,0.16,215.11,UPI,Completed,WebApp
TXN0002387,CUST0019,PROD0014,STORE007,2023-02-24,04:11:57,3,112.23,0.08,309.75,UPI,Completed,WebApp
TXN0002388,CUST0018,PROD0025,STORE008,2023-04-14,06:33:26,3,740.5,0.0,2221.5,Cash,Returned,POS
TXN0002389,CUST0132,PROD0025,STORE004,2023-01-22,23:04:28,3,740.5,0.25,1666.12,Credit Card,Completed,WebApp
TXN0002390,CUST0050,PROD0002,STORE005,2023-04-19,16:41:26,3,977.37,0.05,2785.5,Credit Card,Completed,POS
TXN0002391,CUST0178,PROD0011,STORE001,2023-10-01,07:01:38,5,421.06,0.18,1726.35,UPI,Completed,POS
TXN0002392,CUST0069,PROD0022,STORE001,2023-11-23,02:52:38,5,760.72,0.23,2928.77,Net Banking,Pending,WebApp
TXN0002393,CUST0148,PROD0016,STORE003,2023-03-20,17:17:07,3,423.14,0.1,1142.48,Debit Card,Completed,WebApp
TXN0002394,CUST0157,PROD0009,STORE001,2023-01-22,14:13:22,3,1284.62,0.1,3468.47,Net Banking,Returned,WebApp
TXN0002395,CUST0131,PROD0001,STORE006,2023-04-25,18:16:43,4,975.0,0.19,3159.0,Credit Card,Completed,MobileApp
TXN0002396,CUST0161,PROD0025,STORE001,2023-08-10,00:10:45,2,740.5,0.2,1184.8,Cash,Completed,WebApp
TXN0002397,CUST0038,PROD0021,STORE001,2023-07-01,16:38:48,2,1169.25,0.29,1660.33,Debit Card,Completed,MobileApp
TXN0002398,CUST0072,PROD0020,STORE001,2023-06-09,04:02:14,4,793.87,0.06,2984.95,Credit Card,Pending,MobileApp
TXN0002399,CUST0113,PROD0022,STORE008,2023-08-12,14:23:39,4,760.72,0.09,2769.02,UPI,Completed,MobileApp
TXN0002400,CUST0080,PROD0003,STORE007,2023-12-18,16:46:10,3,463.5,0.3,973.35,Debit Card,Completed,MobileApp
TXN0002401,CUST0134,PROD0025,STORE003,2023-11-25,16:55:25,5,740.5,0.1,3332.25,Wallet,Pending,WebApp
TXN0002402,CUST0028,PROD0019,STORE007,2023-04-23,05:57:27,2,33.51,0.07,62.33,Credit Card,Completed,MobileApp
TXN0002403,CUST0141,PROD0013,STORE005,2023-09-04,09:59:33,2,85.36,0.14,146.82,Debit Card,Completed,WebApp
TXN0002404,CUST0050,PROD0023,STORE001,2023-10-30,06:42:41,4,459.43,0.12,1617.19,Wallet,Completed,WebApp
TXN0002405,CUST0024,PROD0017,STORE002,2023-03-18,09:49:09,4,383.47,0.16,1288.46,Net Banking,Completed,WebApp
TXN0002406,CUST0145,PROD0010,STORE007,2023-01-12,13:59:09,5,1353.53,0.16,5684.83,Debit Card,Completed,WebApp
TXN0002407,CUST0186,PROD0005,STORE004,2023-11-16,16:37:01,4,1009.02,0.04,3874.64,Debit Card,Completed,POS
TXN0002408,CUST0121,PROD0022,STORE001,2023-08-08,10:52:17,1,760.72,0.21,600.97,Wallet,Pending,MobileApp
TXN0002409,CUST0164,PROD0015,STORE001,2023-08-27,14:37:20,5,1221.45,0.08,5618.67,Wallet,Completed,POS
TXN0002410,CUST0161,PROD0015,STORE007,2023-04-14,18:33:04,4,1221.45,0.09,4446.08,Cash,Pending,MobileApp
TXN0002411,CUST0176,PROD0002,STORE008,2023-02-03,11:37:04,2,977.37,0.14,1681.08,UPI,Returned,MobileApp
TXN0002412,CUST0015,PROD0018,STORE005,2023-11-08,22:40:24,3,32.14,0.15,81.96,Debit Card,Returned,MobileApp
TXN0002413,CUST0054,PROD0017,STORE005,2023-07-30,06:33:01,5,383.47,0.15,1629.75,Debit Card,Completed,MobileApp
TXN0002414,CUST0123,PROD0013,STORE002,2023-07-24,21:06:11,2,85.36,0.07,158.77,Credit Card,Pending,POS
TXN0002415,CUST0162,PROD0011,STORE002,2023-10-07,03:09:59,5,421.06,0.26,1557.92,Cash,Pending,MobileApp
TXN0002416,CUST0165,PROD0013,STORE002,2023-01-14,20:52:31,5,85.36,0.23,328.64,Credit Card,Returned,WebApp
TXN0002417,CUST0184,PROD0025,STORE001,2023-10-28,04:14:30,1,740.5,0.01,733.1,Debit Card,Pending,MobileApp
TXN0002418,CUST0037,PROD0013,STORE004,2023-12-28,16:42:59,2,85.36,0.08,157.06,Net Banking,Completed,MobileApp
TXN0002419,CUST0117,PROD0002,STORE004,2023-09-09,10:29:32,3,977.37,0.01,2902.79,Cash,Returned,MobileApp
TXN0002420,CUST0187,PROD0008,STORE004,2023-08-17,00:51:31,3,1038.52,0.11,2772.85,Net Banking,Completed,MobileApp
TXN0002421,CUST0026,PROD0025,STORE003,2023-06-18,10:40:02,2,740.5,0.03,1436.57,Wallet,Completed,WebApp
TXN0002422,CUST0174,PROD0002,STORE006,2023-09-26,15:39:38,2,977.37,0.19,1583.34,Wallet,Completed,MobileApp
TXN0002423,CUST0071,PROD0023,STORE005,2023-07-08,16:34:13,3,459.43,0.01,1364.51,Credit Card,Completed,WebApp
TXN0002424,CUST0017,PROD0010,STORE008,2023-12-26,03:48:09,1,1353.53,0.2,1082.82,Debit Card,Completed,POS
TXN0002425,CUST0051,PROD0013,STORE008,2023-07-21,17:38:04,1,85.36,0.1,76.82,Wallet,Completed,MobileApp
TXN0002426,CUST0164,PROD0015,STORE008,2023-01-28,04:14:40,5,1221.45,0.13,5313.31,UPI,Completed,WebApp
TXN0002427,CUST0110,PROD0017,STORE005,2023-08-31,18:51:18,3,383.47,0.12,1012.36,Credit Card,Completed,WebApp
TXN0002428,CUST0186,PROD0014,STORE005,2023-04-22,04:39:20,1,112.23,0.02,109.99,Net Banking,Completed,WebApp
TXN0002429,CUST0130,PROD0022,STORE004,2023-09-13,11:28:45,1,760.72,0.11,677.04,Debit Card,Pending,MobileApp
TXN0002430,CUST0172,PROD0005,STORE008,2023-07-21,17:49:47,2,1009.02,0.03,1957.5,Debit Card,Completed,POS
TXN0002431,CUST0145,PROD0003,STORE006,2023-12-28,21:19:41,5,463.5,0.11,2062.57,Debit Card,Completed,POS
TXN0002432,CUST0045,PROD0010,STORE002,2023-07-10,02:35:22,4,1353.53,0.26,4006.45,Wallet,Completed,MobileApp
TXN0002433,CUST0064,PROD0019,STORE007,2023-08-27,06:19:18,4,33.51,0.01,132.7,Net Banking,Returned,MobileApp
TXN0002434,CUST0066,PROD0013,STORE003,2023-11-20,18:22:34,1,85.36,0.1,76.82,UPI,Completed,MobileApp
TXN0002435,CUST0125,PROD0009,STORE002,2023-01-02,10:00:10,4,1284.62,0.02,5035.71,Debit Card,Completed,MobileApp
TXN0002436,CUST0171,PROD0004,STORE007,2023-11-27,09:57:06,5,1332.02,0.17,5527.88,Debit Card,Completed,WebApp
TXN0002437,CUST0171,PROD0016,STORE007,2023-05-11,17:13:44,1,423.14,0.21,334.28,Net Banking,Returned,WebApp
TXN0002438,CUST0007,PROD0024,STORE003,2023-03-06,17:25:18,5,1497.89,0.24,5691.98,Wallet,Completed,POS
TXN0002439,CUST0198,PROD0001,STORE003,2023-11-21,11:59:47,4,975.0,0.29,2769.0,Credit Card,Pending,MobileApp
TXN0002440,CUST0166,PROD0019,STORE007,2023-04-07,13:24:28,2,33.51,0.03,65.01,Net Banking,Completed,MobileApp
TXN0002441,CUST0192,PROD0013,STORE007,2023-02-09,00:08:20,4,85.36,0.13,297.05,Wallet,Returned,POS
TXN0002442,CUST0072,PROD0006,STORE001,2023-03-07,04:43:44,2,885.14,0.24,1345.41,Debit Card,Completed,MobileApp
TXN0002443,CUST0151,PROD0018,STORE001,2023-04-17,23:28:27,1,32.14,0.27,23.46,Cash,Completed,WebApp
TXN0002444,CUST0125,PROD0012,STORE001,2023-08-20,19:04:20,1,997.53,0.14,857.88,Debit Card,Completed,WebApp
TXN0002445,CUST0104,PROD0004,STORE005,2023-03-26,06:15:49,3,1332.02,0.01,3956.1,UPI,Completed,WebApp
TXN0002446,CUST0078,PROD0013,STORE006,2023-03-13,12:52:03,4,85.36,0.26,252.67,Credit Card,Pending,WebApp
TXN0002447,CUST0064,PROD0016,STORE003,2023-10-18,18:50:48,4,423.14,0.07,1574.08,UPI,Returned,MobileApp
TXN0002448,CUST0163,PROD0011,STORE006,2023-11-24,05:31:43,5,421.06,0.23,1621.08,Net Banking,Returned,WebApp
TXN0002449,CUST0024,PROD0010,STORE001,2023-10-08,10:00:11,1,1353.53,0.06,1272.32,Wallet,Completed,WebApp
TXN0002450,CUST0017,PROD0024,STORE004,2023-12-16,08:56:35,3,1497.89,0.23,3460.13,Net Banking,Returned,POS
TXN0002451,CUST0047,PROD0018,STORE004,2023-08-29,07:14:04,5,32.14,0.0,160.7,UPI,Completed,WebApp
TXN0002452,CUST0097,PROD0024,STORE002,2023-05-30,18:53:12,3,1497.89,0.21,3550.0,Debit Card,Completed,POS
TXN0002453,CUST0030,PROD0009,STORE008,2023-10-29,10:13:04,5,1284.62,0.16,5395.4,Debit Card,Completed,WebApp
TXN0002454,CUST0004,PROD0019,STORE006,2023-09-11,20:27:27,3,33.51,0.07,93.49,Credit Card,Pending,POS
TXN0002455,CUST0014,PROD0023,STORE006,2023-02-21,23:44:34,5,459.43,0.02,2251.21,Net Banking,Completed,POS
TXN0002456,CUST0080,PROD0007,STORE002,2023-02-03,08:14:27,3,1252.2,0.03,3643.9,Net Banking,Pending,WebApp
TXN0002457,CUST0044,PROD0021,STORE002,2023-10-08,02:35:29,1,1169.25,0.15,993.86,Credit Card,Completed,MobileApp
TXN0002458,CUST0172,PROD0013,STORE006,2023-06-19,14:53:03,4,85.36,0.09,310.71,Net Banking,Pending,MobileApp
TXN0002459,CUST0001,PROD0005,STORE007,2023-05-06,23:04:23,5,1009.02,0.2,4036.08,UPI,Completed,MobileApp
TXN0002460,CUST0191,PROD0007,STORE001,2023-04-05,06:03:11,4,1252.2,0.01,4958.71,Cash,Returned,WebApp
TXN0002461,CUST0166,PROD0023,STORE006,2023-03-12,05:18:47,1,459.43,0.2,367.54,Credit Card,Completed,WebApp
TXN0002462,CUST0040,PROD0001,STORE007,2023-02-22,10:04:16,4,975.0,0.14,3354.0,UPI,Pending,MobileApp
TXN0002463,CUST0037,PROD0001,STORE002,2023-05-08,06:54:47,4,975.0,0.13,3393.0,Cash,Completed,POS
TXN0002464,CUST0035,PROD0005,STORE005,2023-06-13,07:55:37,1,1009.02,0.01,998.93,Debit Card,Completed,MobileApp
TXN0002465,CUST0046,PROD0002,STORE006,2023-01-15,03:42:47,4,977.37,0.04,3753.1,Cash,Completed,POS
TXN0002466,CUST0030,PROD0025,STORE004,2023-04-18,07:36:06,3,740.5,0.16,1866.06,Debit Card,Completed,MobileApp
TXN0002467,CUST0045,PROD0012,STORE003,2023-03-01,06:10:15,5,997.53,0.11,4439.01,Wallet,Pending,WebApp
TXN0002468,CUST0086,PROD0014,STORE005,2023-06-05,05:32:25,3,112.23,0.04,323.22,UPI,Completed,MobileApp
TXN0002469,CUST0114,PROD0014,STORE001,2023-09-20,13:27:12,2,112.23,0.08,206.5,UPI,Completed,MobileApp
TXN0002470,CUST0014,PROD0024,STORE006,2023-08-21,20:42:30,2,1497.89,0.13,2606.33,Wallet,Completed,WebApp
TXN0002471,CUST0170,PROD0019,STORE006,2023-04-29,11:25:53,2,33.51,0.19,54.29,Credit Card,Completed,MobileApp
TXN0002472,CUST0046,PROD0013,STORE007,2023-10-16,02:17:31,3,85.36,0.24,194.62,Net Banking,Completed,WebApp
TXN0002473,CUST0064,PROD0021,STORE001,2023-08-02,09:06:17,5,1169.25,0.27,4267.76,Net Banking,Completed,POS
TXN0002474,CUST0064,PROD0013,STORE006,2023-08-15,08:59:48,2,85.36,0.09,155.36,Net Banking,Returned,MobileApp
TXN0002475,CUST0082,PROD0022,STORE004,2023-10-25,22:44:44,3,760.72,0.06,2145.23,Net Banking,Completed,MobileApp
TXN0002476,CUST0197,PROD0019,STORE006,2023-04-14,22:48:24,2,33.51,0.05,63.67,Net Banking,Pending,POS
TXN0002477,CUST0077,PROD0004,STORE006,2023-11-25,14:55:41,4,1332.02,0.02,5221.52,Wallet,Returned,POS
TXN0002478,CUST0191,PROD0021,STORE004,2023-12-04,09:26:35,3,1169.25,0.08,3227.13,UPI,Pending,MobileApp
TXN0002479,CUST0110,PROD0008,STORE001,2023-07-21,23:34:09,4,1038.52,0.24,3157.1,UPI,Pending,WebApp
TXN0002480,CUST0152,PROD0021,STORE004,2023-10-07,21:04:26,5,1169.25,0.18,4793.93,Credit Card,Completed,POS
TXN0002481,CUST0173,PROD0017,STORE002,2023-09-21,20:12:44,1,383.47,0.12,337.45,Net Banking,Completed,POS
TXN0002482,CUST0063,PROD0001,STORE008,2023-07-14,01:30:44,2,975.0,0.14,1677.0,Debit Card,Completed,POS
TXN0002483,CUST0071,PROD0018,STORE007,2023-12-31,00:35:57,4,32.14,0.29,91.28,Debit Card,Returned,MobileApp
TXN0002484,CUST0071,PROD0019,STORE004,2023-03-04,09:25:50,1,33.51,0.04,32.17,Debit Card,Pending,WebApp
TXN0002485,CUST0198,PROD0015,STORE007,2023-05-23,04:47:37,2,1221.45,0.1,2198.61,Wallet,Completed,WebApp
TXN0002486,CUST0180,PROD0010,STORE006,2023-04-08,19:06:29,4,1353.53,0.06,5089.27,Debit Card,Pending,MobileApp
TXN0002487,CUST0162,PROD0010,STORE001,2023-10-21,08:32:54,2,1353.53,0.12,2382.21,Wallet,Completed,MobileApp
TXN0002488,CUST0029,PROD0006,STORE007,2023-10-18,14:05:39,4,885.14,0.22,2761.64,Net Banking,Returned,MobileApp
TXN0002489,CUST0007,PROD0014,STORE004,2023-11-04,03:02:06,2,112.23,0.1,202.01,Net Banking,Completed,POS
TXN0002490,CUST0090,PROD0025,STORE001,2023-05-07,18:38:17,1,740.5,0.12,651.64,Wallet,Pending,POS
TXN0002491,CUST0195,PROD0025,STORE002,2023-05-20,08:13:30,2,740.5,0.07,1377.33,Wallet,Returned,WebApp
TXN0002492,CUST0169,PROD0007,STORE005,2023-05-25,01:52:36,5,1252.2,0.24,4758.36,Cash,Completed,POS
TXN0002493,CUST0187,PROD0002,STORE002,2023-04-21,01:04:16,4,977.37,0.15,3323.06,Cash,Completed,POS
TXN0002494,CUST0103,PROD0001,STORE005,2023-10-30,21:42:05,5,975.0,0.2,3900.0,Credit Card,Completed,WebApp
TXN0002495,CUST0168,PROD0006,STORE001,2023-08-02,13:59:07,2,885.14,0.16,1487.04,Net Banking,Pending,POS
TXN0002496,CUST0192,PROD0003,STORE001,2023-03-04,06:16:32,2,463.5,0.09,843.57,Wallet,Completed,WebApp
TXN0002497,CUST0142,PROD0009,STORE003,2023-04-12,02:27:03,1,1284.62,0.06,1207.54,Wallet,Returned,MobileApp
TXN0002498,CUST0172,PROD0004,STORE008,2023-10-06,12:03:05,5,1332.02,0.03,6460.3,UPI,Returned,POS
TXN0002499,CUST0180,PROD0003,STORE008,2023-03-11,22:06:37,1,463.5,0.06,435.69,Wallet,Completed,POS
TXN0002500,CUST0035,PROD0010,STORE008,2023-09-24,17:51:41,1,1353.53,0.05,1285.85,Credit Card,Completed,POS
TXN0002501,CUST0031,PROD0005,STORE008,2023-09-06,22:04:49,3,1009.02,0.1,2724.35,Cash,Completed,WebApp
TXN0002502,CUST0122,PROD0017,STORE006,2023-08-08,06:38:04,4,383.47,0.11,1365.15,Debit Card,Pending,POS
TXN0002503,CUST0010,PROD0021,STORE008,2023-02-26,21:24:07,3,1169.25,0.18,2876.36,Cash,Completed,POS
TXN0002504,CUST0064,PROD0021,STORE003,2023-01-25,02:45:15,1,1169.25,0.1,1052.33,Credit Card,Completed,POS
TXN0002505,CUST0085,PROD0002,STORE007,2023-12-05,05:24:04,5,977.37,0.2,3909.48,Net Banking,Pending,WebApp
TXN0002506,CUST0089,PROD0011,STORE003,2023-12-02,15:47:19,3,421.06,0.05,1200.02,Credit Card,Completed,POS
TXN0002507,CUST0163,PROD0012,STORE005,2023-02-03,22:29:37,4,997.53,0.22,3112.29,Cash,Pending,MobileApp
TXN0002508,CUST0158,PROD0009,STORE006,2023-05-25,16:36:38,4,1284.62,0.12,4521.86,Debit Card,Completed,POS
TXN0002509,CUST0095,PROD0004,STORE006,2023-12-06,12:13:23,4,1332.02,0.14,4582.15,UPI,Pending,WebApp
TXN0002510,CUST0038,PROD0006,STORE008,2023-07-19,12:08:48,1,885.14,0.14,761.22,Wallet,Completed,WebApp
TXN0002511,CUST0094,PROD0001,STORE005,2023-09-01,00:42:02,4,975.0,0.26,2886.0,Credit Card,Completed,MobileApp
TXN0002512,CUST0071,PROD0004,STORE004,2023-07-13,16:41:26,1,1332.02,0.3,932.41,Debit Card,Completed,POS
TXN0002513,CUST0180,PROD0017,STORE008,2023-01-02,20:52:26,1,383.47,0.26,283.77,Net Banking,Pending,MobileApp
TXN0002514,CUST0016,PROD0022,STORE005,2023-10-02,04:00:30,1,760.72,0.15,646.61,Net Banking,Completed,POS
TXN0002515,CUST0129,PROD0024,STORE002,2023-12-04,05:08:14,1,1497.89,0.11,1333.12,Debit Card,Pending,POS
TXN0002516,CUST0047,PROD0006,STORE003,2023-05-23,15:20:55,3,885.14,0.0,2655.42,Debit Card,Pending,POS
TXN0002517,CUST0092,PROD0020,STORE005,2023-02-17,01:46:48,1,793.87,0.0,793.87,Cash,Completed,WebApp
TXN0002518,CUST0155,PROD0004,STORE004,2023-02-22,22:07:59,3,1332.02,0.27,2917.12,Debit Card,Completed,MobileApp
TXN0002519,CUST0008,PROD0025,STORE006,2023-08-15,04:10:49,2,740.5,0.1,1332.9,Wallet,Pending,MobileApp
TXN0002520,CUST0034,PROD0001,STORE007,2023-12-25,21:23:31,3,975.0,0.04,2808.0,Cash,Completed,MobileApp
TXN0002521,CUST0195,PROD0015,STORE004,2023-10-04,00:54:04,1,1221.45,0.04,1172.59,Credit Card,Completed,POS
TXN0002522,CUST0160,PROD0010,STORE006,2023-11-10,10:55:48,2,1353.53,0.09,2463.42,Debit Card,Pending,POS
TXN0002523,CUST0168,PROD0009,STORE005,2023-08-21,09:46:56,4,1284.62,0.17,4264.94,Wallet,Completed,MobileApp
TXN0002524,CUST0010,PROD0006,STORE002,2023-11-09,07:01:24,5,885.14,0.2,3540.56,Debit Card,Completed,WebApp
TXN0002525,CUST0144,PROD0021,STORE001,2023-10-27,03:42:09,2,1169.25,0.14,2011.11,Credit Card,Completed,MobileApp
TXN0002526,CUST0159,PROD0024,STORE008,2023-05-03,23:25:38,3,1497.89,0.28,3235.44,Cash,Completed,WebApp
TXN0002527,CUST0085,PROD0018,STORE006,2023-07-10,18:36:19,3,32.14,0.27,70.39,Wallet,Completed,MobileApp
TXN0002528,CUST0195,PROD0009,STORE003,2023-01-01,13:38:27,5,1284.62,0.27,4688.86,Cash,Completed,MobileApp
TXN0002529,CUST0077,PROD0012,STORE003,2023-10-06,13:00:24,5,997.53,0.18,4089.87,Credit Card,Completed,WebApp
TXN0002530,CUST0085,PROD0014,STORE008,2023-05-20,11:28:57,2,112.23,0.07,208.75,Credit Card,Completed,WebApp
TXN0002531,CUST0082,PROD0005,STORE008,2023-04-25,13:42:35,4,1009.02,0.03,3915.0,Credit Card,Completed,MobileApp
TXN0002532,CUST0142,PROD0002,STORE003,2023-01-11,16:17:12,3,977.37,0.07,2726.86,Net Banking,Returned,MobileApp
TXN0002533,CUST0158,PROD0006,STORE007,2023-08-24,15:55:58,3,885.14,0.08,2442.99,Debit Card,Completed,POS
TXN0002534,CUST0137,PROD0010,STORE003,2023-05-09,05:13:19,2,1353.53,0.22,2111.51,Cash,Completed,POS
TXN0002535,CUST0071,PROD0003,STORE008,2023-06-19,10:15:55,2,463.5,0.09,843.57,Net Banking,Pending,POS
TXN0002536,CUST0084,PROD0018,STORE006,2023-10-27,00:24:11,3,32.14,0.14,82.92,Net Banking,Pending,WebApp
TXN0002537,CUST0004,PROD0006,STORE005,2023-02-01,07:48:13,2,885.14,0.11,1575.55,Debit Card,Completed,MobileApp
TXN0002538,CUST0087,PROD0022,STORE005,2023-04-24,02:20:40,3,760.72,0.05,2168.05,Cash,Completed,MobileApp
TXN0002539,CUST0100,PROD0008,STORE001,2023-03-13,19:27:25,3,1038.52,0.01,3084.4,Debit Card,Pending,MobileApp
TXN0002540,CUST0024,PROD0015,STORE003,2023-03-22,19:08:53,1,1221.45,0.15,1038.23,Debit Card,Completed,WebApp
TXN0002541,CUST0023,PROD0014,STORE008,2023-04-01,03:22:43,5,112.23,0.28,404.03,Debit Card,Pending,POS
TXN0002542,CUST0104,PROD0013,STORE004,2023-01-03,12:14:08,4,85.36,0.26,252.67,UPI,Completed,POS
TXN0002543,CUST0032,PROD0008,STORE003,2023-09-30,11:00:11,5,1038.52,0.01,5140.67,Debit Card,Completed,WebApp
TXN0002544,CUST0025,PROD0022,STORE001,2023-11-26,07:13:23,1,760.72,0.17,631.4,Cash,Completed,WebApp
TXN0002545,CUST0155,PROD0016,STORE002,2023-01-30,20:01:11,5,423.14,0.02,2073.39,Wallet,Pending,MobileApp
TXN0002546,CUST0088,PROD0014,STORE002,2023-06-24,12:45:45,4,112.23,0.04,430.96,Wallet,Completed,MobileApp
TXN0002547,CUST0127,PROD0003,STORE006,2023-06-08,00:46:28,3,463.5,0.29,987.25,Cash,Pending,POS
TXN0002548,CUST0059,PROD0001,STORE005,2023-04-22,04:47:14,3,975.0,0.22,2281.5,Credit Card,Returned,MobileApp
TXN0002549,CUST0161,PROD0015,STORE008,2023-05-26,10:24:18,5,1221.45,0.23,4702.58,Net Banking,Completed,POS
TXN0002550,CUST0114,PROD0001,STORE002,2023-06-30,06:43:39,5,975.0,0.09,4436.25,Wallet,Completed,POS
TXN0002551,CUST0172,PROD0015,STORE008,2023-12-31,13:21:03,4,1221.45,0.29,3468.92,UPI,Completed,MobileApp
TXN0002552,CUST0121,PROD0021,STORE007,2023-10-22,05:35:05,1,1169.25,0.04,1122.48,Wallet,Completed,WebApp
TXN0002553,CUST0141,PROD0002,STORE007,2023-11-16,01:09:08,1,977.37,0.24,742.8,Debit Card,Completed,MobileApp
TXN0002554,CUST0030,PROD0013,STORE008,2023-08-15,00:24:40,5,85.36,0.2,341.44,Net Banking,Returned,POS
TXN0002555,CUST0086,PROD0008,STORE003,2023-09-06,03:34:22,2,1038.52,0.06,1952.42,Cash,Completed,POS
TXN0002556,CUST0036,PROD0013,STORE005,2023-04-23,15:05:05,5,85.36,0.11,379.85,UPI,Completed,MobileApp
TXN0002557,CUST0080,PROD0007,STORE001,2023-05-06,14:53:21,1,1252.2,0.01,1239.68,Debit Card,Pending,MobileApp
TXN0002558,CUST0145,PROD0023,STORE003,2023-02-07,06:09:16,2,459.43,0.21,725.9,Net Banking,Completed,MobileApp
TXN0002559,CUST0169,PROD0021,STORE007,2023-03-06,15:48:34,4,1169.25,0.18,3835.14,Wallet,Completed,POS
TXN0002560,CUST0126,PROD0022,STORE004,2023-10-19,02:56:21,4,760.72,0.12,2677.73,Debit Card,Pending,POS
TXN0002561,CUST0011,PROD0004,STORE002,2023-01-16,12:51:22,3,1332.02,0.2,3196.85,Debit Card,Returned,WebApp
TXN0002562,CUST0075,PROD0006,STORE007,2023-04-23,11:04:51,4,885.14,0.26,2620.01,Debit Card,Returned,POS
TXN0002563,CUST0072,PROD0011,STORE006,2023-05-08,15:53:23,2,421.06,0.29,597.91,Wallet,Returned,WebApp
TXN0002564,CUST0193,PROD0013,STORE008,2023-08-14,16:18:37,4,85.36,0.08,314.12,Net Banking,Completed,POS
TXN0002565,CUST0072,PROD0019,STORE005,2023-01-12,09:26:40,3,33.51,0.25,75.4,Debit Card,Completed,POS
TXN0002566,CUST0106,PROD0019,STORE003,2023-07-16,17:59:21,5,33.51,0.13,145.77,Credit Card,Completed,MobileApp
TXN0002567,CUST0014,PROD0014,STORE003,2023-12-31,15:11:38,4,112.23,0.26,332.2,Debit Card,Completed,MobileApp
TXN0002568,CUST0006,PROD0020,STORE008,2023-05-12,21:56:17,5,793.87,0.23,3056.4,Debit Card,Completed,POS
TXN0002569,CUST0148,PROD0004,STORE005,2023-12-03,11:57:00,4,1332.02,0.26,3942.78,Debit Card,Completed,POS
TXN0002570,CUST0075,PROD0016,STORE008,2023-12-20,22:42:46,5,423.14,0.3,1480.99,Wallet,Completed,WebApp
TXN0002571,CUST0089,PROD0016,STORE008,2023-09-24,09:44:41,2,423.14,0.11,753.19,Credit Card,Returned,POS
TXN0002572,CUST0053,PROD0008,STORE003,2023-10-12,21:53:09,1,1038.52,0.09,945.05,Debit Card,Completed,WebApp
TXN0002573,CUST0166,PROD0024,STORE003,2023-12-24,22:17:20,1,1497.89,0.28,1078.48,Credit Card,Returned,WebApp
TXN0002574,CUST0103,PROD0025,STORE008,2023-07-28,20:14:42,1,740.5,0.12,651.64,Debit Card,Pending,WebApp
TXN0002575,CUST0052,PROD0001,STORE002,2023-03-19,00:52:53,1,975.0,0.3,682.5,Credit Card,Pending,WebApp
TXN0002576,CUST0129,PROD0009,STORE003,2023-10-06,06:13:48,4,1284.62,0.25,3853.86,Debit Card,Returned,WebApp
TXN0002577,CUST0173,PROD0019,STORE007,2023-09-18,05:44:34,1,33.51,0.28,24.13,Cash,Returned,WebApp
TXN0002578,CUST0186,PROD0024,STORE002,2023-06-21,20:43:16,2,1497.89,0.11,2666.24,Cash,Completed,WebApp
TXN0002579,CUST0154,PROD0005,STORE001,2023-08-03,08:36:45,5,1009.02,0.3,3531.57,Credit Card,Completed,POS
TXN0002580,CUST0038,PROD0009,STORE006,2023-04-21,11:03:52,1,1284.62,0.27,937.77,Wallet,Completed,POS
TXN0002581,CUST0028,PROD0011,STORE005,2023-06-26,16:45:44,4,421.06,0.03,1633.71,Wallet,Completed,MobileApp
